Date,Shift,Inspector_Name,Part_No,Part_Name,Supplier,Invoice_No,Total_Check_Qty,Total_OK_Qty,Total_NOK_Qty,Proportion,Damage,Burr,Keyway_U_S,Rust_Mark,Line_Mark,MOP_Issue,Dent,Flash,ID_U_S,ID_O_S,Short_Fill,Contamination,Burn_Mark,Blowhole,Unwash,Missing_Holes,Black_colour,Pin_tight,Thread_Issue,Others
2023-03-25,G,Basker,5053775,PLATE INNER-EXH,Supplier-2,4100159296,812,800,12,0.01,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-04,G,Basker,5053775,PLATE INNER-EXH,Supplier-2,4100159296,1135,1109,26,0.02,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-16,G,Basker,5053775,PLATE INNER-EXH,Supplier-2,4100159296,459,456,3,0.01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-27,G,Krishna,5048922,PLATE OUTER-EXH,Supplier-2,4100159715,535,535,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06,G,Krishna,5048922,PLATE OUTER-EXH,Supplier-2,4100159715,1468,1455,13,0.01,7,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-18,G,Krishna,5048922,PLATE OUTER-EXH,Supplier-2,4100159715,400,397,3,0.01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-15,G,Praveen,5043538,PLATE-OUTER,Supplier-2,DS202008191,1328,1296,32,0.02,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
2023-03-28,G,Praveen,5043538,PLATE-OUTER,Supplier-2,DS202008191,1104,1087,17,0.02,12,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07,G,Praveen,5043538,PLATE-OUTER,Supplier-2,DS202008191,804,802,2,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-24,G,Basker,5055736,SPROCKET-INNER PLATE,Supplier-2,4100159998,161,151,10,0.07,12,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0
2023-03-25,G,Basker,5055736,SPROCKET-INNER PLATE,Supplier-2,4100159998,161,118,43,0.27,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,0
2023-04-03,G,Basker,5055736,SPROCKET-INNER PLATE,Supplier-2,4100159998,765,730,35,0.05,16,12,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-04,G,Basker,5055736,SPROCKET-INNER PLATE,Supplier-2,4100159998,1131,1105,26,0.02,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-15,G,Basker,5055736,SPROCKET-INNER PLATE,Supplier-2,4100159998,908,903,5,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-16,G,Basker,5055736,SPROCKET-INNER PLATE,Supplier-2,4100159998,1703,1637,66,0.04,4,41,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
